Date	WinningTeam	WinningScore	LosingTeam	LosingScore
2017-3-4	Fresno State	72	UNLV	59	
2017-3-4	Samford	67	Furman	63	
2017-3-4	George Washington	87	Dayton	81	
2017-3-4	Villanova	81	Georgetown	55	
2017-3-4	Georgia State	72	Georgia Southern	67	
2017-3-4	Gonzaga	82	Pacific	50	
2017-3-4	Grambling	78	Alabama A&M;	57	
2017-3-4	Houston Baptist	81	Abilene Christian	72	
2017-3-4	Montana	95	Idaho State	76	
2017-3-4	Illinois State	63	Southern Illinois	50	
2017-3-4	Iona	88	Rider	70	
2017-3-4	Jackson State	65	Alabama State	59	
2017-3-4	Kansas State	61	Texas Tech	48	
2017-3-4	La Salle	66	Fordham	54	
2017-3-4	Long Beach State	84	Hawaii	75	
2017-3-4	Louisiana-Lafayette	83	Texas-Arlington	81	
2017-3-4	Texas State	70	Louisiana-Monroe	65	
2017-3-4	Louisiana Tech	93	Southern Miss	65	
2017-3-4	Louisville	71	Notre Dame	64	
2017-3-4	Marquette	91	Creighton	83	
2017-3-4	Marshall	106	North Texas	104	
2017-3-4	Maryland	63	Michigan State	60	
2017-3-4	Lamar	90	McNeese State	83	
2017-3-4	Middle Tennessee	93	Florida Atlantic	59	
2017-3-4	Ole Miss	75	South Carolina	70	
2017-3-4	Mississippi State	88	LSU	76	
2017-3-4	Mississippi Valley State	88	Arkansas-Pine Bluff	77	
2017-3-4	Mount St. Mary's	75	Robert Morris	66	
2017-3-4	Nevada	85	Colorado State	72	
2017-3-4	New Mexico	64	San Diego State	59	
2017-3-4	New Mexico State	107	Texas-Rio Grande Valley	81	
2017-3-4	New Orleans	74	Nicholls State	64	
2017-3-4	UNC	90	Duke	83	
2017-3-4	North Carolina-Greensboro	76	Citadel	67	
2017-3-4	North Carolina-Wilmington	91	Delaware	82	
2017-3-4	North Dakota	82	Portland State	73	
2017-3-4	IUPUI	76	North Dakota State	57	
2017-3-4	Northern Arizona	76	Eastern Washington	61	
2017-3-4	Northern Colorado	70	Sacramento State	67	
2017-3-4	Northwestern State	97	Central Arkansas	83	
2017-3-4	Youngstown State	81	Oakland	80	
2017-3-4	Indiana	96	Ohio State	92	
2017-3-4	Oklahoma	73	Texas Christian	68	
2017-3-4	Kansas	90	Oklahoma State	85	
2017-3-4	Oregon	80	Oregon State	59	
2017-3-4	Penn	75	Harvard	72	
2017-3-4	Prairie View	66	Alcorn State	60	
2017-3-4	Princeton	85	Dartmouth	48	
2017-3-4	Rhode Island	73	Davidson	70	
2017-3-4	Richmond	72	Saint Louis	62	
2017-3-4	Rutgers	62	Illinois	59	
2017-3-4	Saint Mary's (CA)	81	Portland	58	
2017-3-4	Santa Clara	76	San Francisco	69	
2017-3-4	Siena	78	Fairfield	66	
2017-3-4	South Alabama	73	Arkansas State	70	
2017-3-4	South Dakota	78	Western Illinois	69	
2017-3-4	USC	74	Washington	58	
2017-3-4	SMU	103	Memphis	62	
2017-3-4	Idaho	84	Southern Utah	75	
2017-3-4	St. Bonaventure	60	UMass	56	
2017-3-4	Providence	86	St. John's (NY)	75	
2017-3-4	Stephen F. Austin	64	Sam Houston State	56	
2017-3-4	Syracuse	90	Georgia Tech	61	
2017-3-4	Tennessee	59	Alabama	54	
2017-3-4	Jacksonville State	66	UT-Martin	55	
2017-3-4	Baylor	75	Texas	64	
2017-3-4	Kentucky	71	Texas A&M;	63	
2017-3-4	Texas A&M-Corpus; Christi	81	Incarnate Word	64	
2017-3-4	UTEP	74	Charlotte	67	
2017-3-4	UTSA	73	Old Dominion	55	
2017-3-4	Texas Southern	82	Southern	69	
2017-3-4	Towson	82	Northeastern	54	
2017-3-4	Troy	57	Arkansas-Little Rock	54	
2017-3-4	UCLA	77	Washington State	68	
2017-3-4	Utah	67	Stanford	59	
2017-3-4	Utah Valley	61	Seattle	54	
2017-3-4	Milwaukee	43	Valparaiso	41	
2017-3-4	Vanderbilt	73	Florida	71	
2017-3-4	Virginia	67	Pitt	42	
2017-3-4	VCU	72	George Mason	60	
2017-3-4	Wake Forest	89	Virginia Tech	84	
2017-3-4	Saint Francis (PA)	71	Wagner	70	
2017-3-4	Weber State	76	Montana State	67	
2017-3-4	Western Kentucky	79	Rice	72	
2017-3-4	Wichita State	78	Missouri State	63	
2017-3-4	William & Mary	71	Elon	66	
2017-3-4	Wyoming	74	San Jose State	62	
2017-3-4	Yale	75	Columbia	71	
2017-3-5	Lehigh	91	Boston University	88	
2017-3-5	Bucknell	70	Navy	65	
2017-3-5	College of Charleston	67	Towson	59	
2017-3-5	Cincinnati	67	UConn	47	
2017-3-5	ETSU	81	Samford	72	
2017-3-5	Florida Gulf Coast	77	North Florida	61	
2017-3-5	UIC	79	Green Bay	70	
2017-3-5	Houston	73	East Carolina	51	
2017-3-5	Wichita State	71	Illinois State	51	
2017-3-5	Iowa	90	Penn State	79	
2017-3-5	Siena	89	Monmouth	85	
2017-3-5	Michigan	93	Nebraska	57	
2017-3-5	Nebraska-Omaha	84	IPFW	80	
2017-3-5	North Carolina-Greensboro	77	Wofford	73	
2017-3-5	North Carolina-Wilmington	105	William & Mary	94	
2017-3-5	Northern Kentucky	82	Wright State	77	
2017-3-5	Purdue	69	Northwestern	65	
2017-3-5	Iona	73	St. Peter's	65	
2017-3-5	South Dakota State	83	Denver	73	
2017-3-5	Temple	72	South Florida	60	
2017-3-5	Tulane	81	Tulsa	69	
2017-3-5	Winthrop	76	Campbell	59	
2017-3-5	Wisconsin	66	Minnesota	49	
2017-3-6	Howard	79	Coppin State	73	
2017-3-6	Eastern Michigan	72	Northern Illinois	69	
2017-3-6	Gonzaga	77	Santa Clara	68	
2017-3-6	Milwaukee	74	UIC	68	
2017-3-6	Iona	87	Siena	86	
2017-3-6	Kent State	116	Central Michigan	106	
2017-3-6	Maryland-Eastern Shore	74	North Carolina A&T;	67	
2017-3-6	Nebraska-Omaha	90	IUPUI	62	
2017-3-6	ETSU	79	North Carolina-Greensboro	74	
2017-3-6	North Carolina-Wilmington	78	College of Charleston	69	
2017-3-6	Northern Kentucky	84	Youngstown State	74	
2017-3-6	Saint Mary's (CA)	81	BYU	50	
2017-3-6	South Dakota State	74	South Dakota	71	
2017-3-6	Albany (NY)	63	Stony Brook	56	
2017-3-6	Toledo	77	Bowling Green State	62	
2017-3-6	Vermont	74	New Hampshire	41	
2017-3-6	Western Michigan	65	Miami (OH)	61	
2017-3-7	Alcorn State	63	Mississippi Valley State	60	
2017-3-7	Clemson	75	North Carolina State	61	
2017-3-7	Bethune-Cookman	69	Delaware State	62	
2017-3-7	Pitt	61	Georgia Tech	59	
2017-3-7	Gonzaga	74	Saint Mary's (CA)	56	
2017-3-7	Southern Utah	109	Montana State	105	
2017-3-7	Mount St. Mary's	71	Saint Francis (PA)	61	
2017-3-7	South Dakota State	79	Nebraska-Omaha	77	
2017-3-7	Northern Kentucky	59	Milwaukee	53	
2017-3-7	Portland State	80	Northern Arizona	67	
2017-3-7	Grambling	81	Prairie View	77	
2017-3-7	Sacramento State	91	Idaho State	76	
2017-3-7	South Carolina State	82	Florida A&M;	78	
2017-3-7	Southern	69	Jackson State	63	
2017-3-7	Texas Southern	87	Alabama State	72	
2017-3-7	Wake Forest	92	Boston College	78	
2017-3-8	Alabama-Birmingham	74	Charlotte	73	
2017-3-8	Arizona State	98	Stanford	88	
2017-3-8	Louisiana-Monroe	73	Arkansas State	70	
2017-3-8	Missouri	86	Auburn	83	
2017-3-8	Bucknell	81	Lehigh	65	
2017-3-8	University of California	67	Oregon State	62	
2017-3-8	Coastal Carolina	80	South Alabama	67	
2017-3-8	Colorado	73	Washington State	63	
2017-3-8	Duke	79	Clemson	72	
2017-3-8	Lamar	77	Southeastern Louisiana	65	
2017-3-8	Louisiana-Lafayette	78	Arkansas-Little Rock	71	
2017-3-8	Marshall	89	Florida Atlantic	74	
2017-3-8	UMass	70	St. Joseph's	63	
2017-3-8	Mississippi State	79	LSU	52	
2017-3-8	Penn State	76	Nebraska	67	
2017-3-8	Norfolk State	93	South Carolina State	88	
2017-3-8	North Carolina Central	95	Bethune-Cookman	60	
2017-3-8	Rutgers	66	Ohio State	57	
2017-3-8	Rice	86	Southern Miss	75	
2017-3-8	Saint Louis	72	Duquesne	71	
2017-3-8	Sam Houston State	77	Central Arkansas	69	
2017-3-8	San Diego State	62	UNLV	52	
2017-3-8	USC	78	Washington	73	
2017-3-8	St. John's (NY)	74	Georgetown	73	
2017-3-8	Miami (FL)	62	Syracuse	57	
2017-3-8	Texas Christian	82	Oklahoma	63	
2017-3-8	Texas	61	Texas Tech	52	
2017-3-8	Troy	84	Appalachian State	64	
2017-3-8	Utah State	90	San Jose State	64	
2017-3-8	Virginia	75	Pitt	63	
2017-3-8	Virginia Tech	99	Wake Forest	90	
2017-3-8	UTSA	56	Western Kentucky	52	
2017-3-8	Air Force	83	Wyoming	68	
2017-3-8	Xavier	75	DePaul	64	
2017-3-9	Akron	79	Eastern Michigan	62	
2017-3-9	Alabama	75	Mississippi State	55	
2017-3-9	Arizona	92	Colorado	78	
2017-3-9	Ball State	66	Western Michigan	63	
2017-3-9	Kansas State	70	Baylor	64	
2017-3-9	San Diego State	87	Boise State	68	
2017-3-9	Kent State	68	Buffalo	65	
2017-3-9	Xavier	62	Butler	57	
2017-3-9	Cal State Fullerton	81	Cal State Northridge	68	
2017-3-9	UC-Davis	66	Cal Poly	55	
2017-3-9	UC-Irvine	76	UC-Riverside	67	
2017-3-9	Colorado State	81	Air Force	55	
2017-3-9	UConn	77	South Florida	66	
2017-3-9	Eastern Washington	89	Sacramento State	70	
2017-3-9	Florida State	74	Virginia Tech	68	
2017-3-9	Fresno State	65	New Mexico	60	
2017-3-9	George Mason	82	Fordham	71	
2017-3-9	George Washington	53	Saint Louis	46	
2017-3-9	Georgia	59	Tennessee	57	
2017-3-9	Maryland-Eastern Shore	68	Hampton	66	
2017-3-9	Sam Houston State	63	Houston Baptist	59	
2017-3-9	Idaho	81	Montana	77	
2017-3-9	Indiana	95	Iowa	73	
2017-3-9	Iowa State	92	Oklahoma State	83	
2017-3-9	Texas Christian	85	Kansas	82	
2017-3-9	Davidson	82	La Salle	73	
2017-3-9	Long Beach State	73	Hawaii	62	
2017-3-9	Louisiana Tech	69	Alabama-Birmingham	57	
2017-3-9	Duke	81	Louisville	77	
2017-3-9	Seton Hall	82	Marquette	76	
2017-3-9	Michigan	75	Illinois	55	
2017-3-9	Michigan State	78	Penn State	51	
2017-3-9	Middle Tennessee	86	UTSA	70	
2017-3-9	Ole Miss	86	Missouri	74	
2017-3-9	UMKC	82	Texas-Rio Grande Valley	78	
2017-3-9	Howard	68	Morgan State	65	
2017-3-9	Nevada	83	Utah State	69	
2017-3-9	New Mexico State	67	Chicago State	53	
2017-3-9	UNC	78	Miami (FL)	53	
2017-3-9	North Dakota	95	Portland State	72	
2017-3-9	Northwestern	83	Rutgers	61	
2017-3-9	Notre Dame	71	Virginia	58	
2017-3-9	Ohio	67	Toledo	66	
2017-3-9	Marshall	64	Old Dominion	63	
2017-3-9	Oregon	80	Arizona State	57	
2017-3-9	Creighton	70	Providence	58	
2017-3-9	St. Bonaventure	73	UMass	60	
2017-3-9	Stephen F. Austin	75	Lamar	59	
2017-3-9	East Carolina	80	Temple	69	
2017-3-9	UTEP	86	Rice	76	
2017-3-9	Tulsa	66	Tulane	60	
2017-3-9	UCLA	76	USC	74	
2017-3-9	University of California	78	Utah	75	
2017-3-9	Utah Valley	65	Seattle	53	
2017-3-9	Vanderbilt	66	Texas A&M;	41	
2017-3-9	Villanova	108	St. John's (NY)	67	
2017-3-9	Weber State	90	Southern Utah	70	
2017-3-9	West Virginia	63	Texas	53	
